,lat,lon,Tmb_96739.358,Tmb_96741.371,Tmb_145097.435,Tmb_145103.185,Flux_96739.358,dFlux_96739.358,Nup_96739.358,dNup_96739.358,Flux_96741.371,dFlux_96741.371,Nup_96741.371,dNup_96741.371,Flux_145097.435,dFlux_145097.435,Nup_145097.435,dNup_145097.435,Flux_145103.185,dFlux_145103.185,Nup_145103.185,dNup_145103.185,Ntot,dNtot,Trot,dTrot
0,32.80595144464891,56.99634271665519,0.0,0.0,0.0,0.0,0.0,0.2585250566208367,0.0,336858399288.98474,0.0,0.22553124353975243,0.0,220554462732.5555,0.0,0.13248465161752965,0.0,90333840691.11232,0.0,0.1159332581514792,0.0,70283135115.88646,0.0,0.0,0.0,0.0
1,32.80595144464891,56.99112102131153,0.0,0.0,0.0,0.0,0.0,0.2585250566208367,0.0,336858399288.98474,0.0,0.22553124353975243,0.0,220554462732.5555,0.0,0.13248465161752965,0.0,90333840691.11232,0.0,0.1159332581514792,0.0,70283135115.88646,0.0,0.0,0.0,0.0
2,32.80595144464891,56.98589932596786,0.0,0.0,0.0,0.0,0.0,0.2585250566208367,0.0,336858399288.98474,0.0,0.22553124353975243,0.0,220554462732.5555,0.0,0.13248465161752965,0.0,90333840691.11232,0.0,0.1159332581514792,0.0,70283135115.88646,0.0,0.0,0.0,0.0
3,32.80595144464891,56.98067763062419,0.0,0.0,0.0,0.0,0.0,0.2585250566208367,0.0,336858399288.98474,0.0,0.22553124353975243,0.0,220554462732.5555,0.0,0.13248465161752965,0.0,90333840691.11232,0.0,0.1159332581514792,0.0,70283135115.88646,0.0,0.0,0.0,0.0
4,32.80595144464891,56.97545593528053,0.0,0.0,0.0,0.0,0.0,0.2585250566208367,0.0,336858399288.98474,0.0,0.22553124353975243,0.0,220554462732.5555,0.0,0.13248465161752965,0.0,90333840691.11232,0.0,0.1159332581514792,0.0,70283135115.88646,0.0,0.0,0.0,0.0
5,32.80595144464891,56.97023423993686,0.0,0.0,0.0,0.0,0.0,0.2585250566208367,0.0,336858399288.98474,0.0,0.22553124353975243,0.0,220554462732.5555,0.0,0.13248465161752965,0.0,90333840691.11232,0.0,0.1159332581514792,0.0,70283135115.88646,0.0,0.0,0.0,0.0
6,32.80595144464891,56.96501254459319,0.0,0.0,0.0,0.0,0.0,0.2585250566208367,0.0,336858399288.98474,0.0,0.22553124353975243,0.0,220554462732.5555,0.0,0.13248465161752965,0.0,90333840691.11232,0.0,0.1159332581514792,0.0,70283135115.88646,0.0,0.0,0.0,0.0
7,32.80595144464891,56.95979084924952,0.0,0.0,-0.004083299824877156,0.0024612955294930038,0.0,0.2585250566208367,0.0,336858399288.98474,0.0,0.22553124353975243,0.0,220554462732.5555,-0.022540606447865406,0.13248465161752965,-15369173161.43749,90333840691.11232,0.013587905238466385,0.1159332581514792,8237503155.213528,70283135115.88646,0.0,0.0,0.0,0.0
8,32.80595144464891,56.95456915390586,0.0,0.0,-0.047400654594973536,0.02980099452924593,0.0,0.2585250566208367,0.0,336858399288.98474,0.0,0.22553124353975243,0.0,220554462732.5555,-0.26166080043574685,0.13248465161752965,-178411799201.5325,90333840691.11232,0.1645203043776137,0.1159332581514792,99738444051.75166,70283135115.88646,0.0,0.0,0.0,0.0
9,32.80595144464891,56.949347458562194,0.0,0.0,-0.02147666629163308,0.02946348831452196,0.0,0.2585250566208367,0.0,336858399288.98474,0.0,0.22553124353975243,0.0,220554462732.5555,-0.11855536048137295,0.13248465161752965,-80836239640.19019,90333840691.11232,0.1626570569909793,0.1159332581514792,98608872866.42328,70283135115.88646,0.0,0.0,0.0,0.0
10,32.80595144464891,56.94412576321852,0.0,0.0,0.007837271593160822,0.029028226874557524,0.0,0.2585250566208367,0.0,336858399288.98474,0.0,0.22553124353975243,0.0,220554462732.5555,0.04326325819382804,0.13248465161752965,29498785147.89874,90333840691.11232,0.16025413904418015,0.1159332581514792,97152132933.29204,70283135115.88646,0.0,0.0,0.0,0.0
11,32.80595144464891,56.93890406787486,0.0,0.0,0.01974228646613824,0.013057738889850205,0.0,0.2585250566208367,0.0,336858399288.98474,0.0,0.22553124353975243,0.0,220554462732.5555,0.10898124769165812,0.13248465161752965,74308190021.26811,90333840691.11232,0.07208696255198158,0.1159332581514792,43701848890.633675,70283135115.88646,0.0,0.0,0.0,0.0
12,32.80595144464891,56.93368237253119,0.0,0.0,0.004408017720162113,0.014087822150886213,0.0,0.2585250566208367,0.0,336858399288.98474,0.0,0.22553124353975243,0.0,220554462732.5555,0.02433311216581562,0.13248465161752965,16591382104.030186,90333840691.11232,0.07777367248622943,0.1159332581514792,47149347986.633995,70283135115.88646,0.0,0.0,0.0,0.0
